Name,Author,Path,Servings,Ingredients,Instructions
Detroit-Style Goat Sausage Pizza,Recipe courtesy of Scraps,home/recipes/main-courses/pizza/Detroit-Style Goat Sausage Pizza,1 pizza (8 slices)  Learn more about Scraps ,For the crust: 2 1/2 cups (13.5 ounces) all-purpose flour 1 teaspoon active dry yeast 1 teaspoon fine sea salt 1 cup warm water  For the sauce: 1 (15-ounce) can crushed tomatoes drained 1 garlic clove minced  1 1/2 teaspoon dried oregano 1 teaspoon sugar  1/2 teaspoon crushed red pepper  For the goat sausage:  3/4 pound ground goat meat 1 teaspoon ground fennel seed 1 teaspoon smoked Spanish paprika 1 teaspoon dried oregano 1 teaspoon red chili flakes 1 clove garlic minced  For the topping and assembly: 12 ounces low-moisture mozzarella cheese diced into  1/2-inch pieces Extra-virgin olive oil Kosher salt and freshly ground black pepper   ,Make the dough/1st rise: In a stand mixer fitted with a dough hook add warm water. Mix on low until a smooth dough forms about 5 minutes. Drizzle dough with olive oil turning to coat. Cover with a kitchen towel or plastic wrap and set aside in a warm place for 2 hours until it has doubled in size.    Make the sauce: Stir together the tomatoes garlic oregano sugar chili flakes and a pinch of salt.  Make the goat sausage: Heat a large skillet over medium-high heat. Add goat meat season with salt and pepper. Cook for about 10 minutes using a spoon to break up any large pieces. Add spices and garlic and cook for another few minutes until fragrant  Prep the dough: Once dough is ready generously oil a 9" x 13" rimmed sheet pan. Spread dough evenly to the edges and set aside to rest in a warm spot for 20 minutes while you heat the oven.   If you have a pizza stone place in oven. Otherwise put a sheet tray upside down (to create a flat surface) on the middle rack. Heat oven to 450 degrees F.  Top the pizza: Gently press down on the dough with your fingertips pushing it to the edges. Drizzle with olive oil and sprinkle with a little salt and pepper. Spread dough with about  1/3 of sauce. Sprinkle entire surface with cheese. Go all the way to the edges with the sauce and cheese. Sprinkle with goat sausage. Pour remaining sauce in two strips lengthwise.   Bake the pizza: Put pan on top of stone or overturned sheet tray. Bake about 20 minutes until the edges are nearly charred and the cheese is bubbly and brown. Cut into 8 pieces and serve immediately.   Notes: If you have a food grinder grind  3/4 pound of goat shoulder using the coarse grinding plate.   
Grilled Mushroom Chevre and Prosciutto Pizza with Garlic White Sauce,The Modern Proper,home/recipes/main-courses/pizza/Grilled Mushroom Chevre and Prosciutto Pizza with Garlic White Sauce,1 serving,2 Tbsp butter 2 Tbsp flour 3 garlic cloves minced  3/4 tsp pepper  3/4 tsp salt 1 cup milk  3/4 cup chevre cheese 1 store-bought pizza dough 4 oz. prosciutto 4-6 oz. mushrooms light sauteed 1 cup fresh arugula   ,In a saucepan melt butter over medium-low heat. Sprinkle flour over melted butter and stir until the two are completely mixed together. Slowly add in milk whisking to combine butter mixture. Add in garlic salt and pepper and continue stirring over medium-low heat until sauce thickens enough to coat the back of a spoon. Stir in cheese and remove from heat.   Preheat grill on high until about 500 degrees F.   Using your hands stretch out dough on a floured surface until  3/4" thin. Using a rolling pin gently roll the dough around the pin. Next roll the dough back out directly on the grill. Close lid and allow to cook for 3-4 minutes. Dough will be puffed up lightly cooked easy to remove and show some grill marks on the bottom. If this is not achieved cook for another minute.   Lay the lightly cooked dough grilled side up on a prep surface. Build your pizza starting with the garlic cream sauce and topping it with the chevre mushrooms and prosciutto. Transfer pizza back to grill and allow to cook for 5 more minutes or until cheese is melted and bottom is crispy.   Top pizza with fresh arugula and serve warm 
Spiced Lamb Burgers with Halloumi & Cucumber Sauce,KitchenAid,home/recipes/main-courses/meat/Spiced Lamb Burgers with Halloumi & Cucumber Sauce,6 servings,Cucumber Sauce:  3/4 cup plain Greek yogurt  1/2 cup seeded and finely chopped cucumber 1 tablespoon chopped fresh mint 1 teaspoon fresh lemon juice 1 teaspoon fresh lemon zest 1 small clove garlic grated  Lamb Burgers: 1 1/2 pounds lamb shoulder cut into 1 1/2" pieces 2 cloves garlic  3/4 cup finely chopped red onion 2 tablespoons chopped fresh mint 1 tablespoon minced fresh parsley  1/2 teaspoon dried red chilies 1 teaspoon cumin  1/2 teaspoons sea salt  1/2 teaspoon fresh black pepper 2 tablespoons olive oil divided 8 oz. Halloumi sliced  ,Combine all ingredients for cucumber sauce in medium bowl. Cover and refrigerate until ready to use.  Place lamb on a parchment lined baking sheet and freeze for 20 minutes. Attach KitchenAidreserved Metal Food Grinder Attachment with coarse grinding plate to Stand Mixer. Position mixer bowl under attachment. Turn mixer to speed 4 and grind lamb and garlic. Remove food grinder and attach flat beater and mixer bowl to mixer. Add red onion mint parsley chilies cumin salt and pepper turn to Stir speed and mix until combined about 30 seconds. Shape mixture into 6 patties.  Heat  1/2 tablespoon olive oil in large skillet over medium high heat. Place the Halloumi slices in pan do not overcrowd and cook 6 to 8 minutes or until browned on both sides. Remove and set aside.  Add  1/2 tablespoon oil to same skillet and heat over medium heat. Cook burgers in batches until cooked through about 3 to 4 minutes per side adding remaining oil as needed. Serve immediately with grilled Halloumi and yogurt sauce on toasted buns. 
Brined Smoked and Grilled Pork Chops with Peach-Bourbon Barbeque Sauce,Recipe developed for Sur La Table's Cooking Classes,home/recipes/main-courses/meat/Brined Smoked and Grilled Pork Chops with Peach-Bourbon Barbeque Sauce,4 servings,Brine: 4 cups cold water divided  1 cup of ice  1 tablespoon apple cider vinegar  3/4 cup kosher salt  3/4 cup brown sugar 1 tablespoon pickling spice   Pork: 4 bone-in (1- to 1 1/2-inch thick) pork chops 2 tablespoons wood chips Freshly ground black pepper Vegetable oil for brushing grill   Peach-Bourbon Barbecue Sauce: *sauce may be made ahead of time 2 pounds peaches 2 tablespoons vegetable oil 1 medium sweet onion chopped   3/4 cup seeded and finely chopped jalapeno  2 large garlic cloves minced  3/4 cup light brown sugar  2/3 cup apple cider vinegar  1/3 cup bourbon  3/4 cup honey  3/4 cup tomato paste 1 teaspoon chile powder  1/2 teaspoon dry mustard  1/2 teaspoon kosher salt plus more to taste   1/2 teaspoon freshly ground black pepper plus more to taste    , Pork chops take to brine and smoke so well you will never want to eat grilled pork chops any other way. The extra steps require more time but they are so easy you'll agree they make all the difference.  To brine pork: In a small saucepan over medium heat add 1 cup of water and remaining brine ingredients heat until salt and sugar has dissolved. Transfer to a container that can accommodate pork chops and brine add remaining 3 cups water and ice. Stir to cool completely. Add pork chops cover and chill for 4 to 6 hours. (Alternatively use a vacuum sealer or instant marinator to reduce the brining time to 2 hours.)  To smoke pork: Set up stovetop or outdoor smoker according to manufacturers' recommendations. Remove chops from brine and pat dry with paper towels and smoke on medium-low heat for 8 minutes. Remove smoker from heat or turn off and let pork chops stand with the lid closed for an additional 2 minutes.   Preheat a grill or gill pan to medium-high heat. Season pork chops with pepper. Using a silicone brush coat the grates with oil. Grill chops rotating clockwise 30 degrees  after 2 minutes. Once evenly grilled marked turn over and continue to grill about 6 to 8 minutes total depending on thickness or until a digital thermometer inserted into the thickest part of the meat registers 145 degrees F. Transfer to a cutting board and loosely tent with foil. Rest pork chops for 5 minutes before slicing or serving whole with Peach-Bourbon Barbecue Sauce.  To make peach-bourbon barbeque sauce: Prepare an ice bath in a large bowl and bring a large saucepan of water to a boil. Cut an "X" in the bottom of each peach and blanch for about 10 seconds. With a slotted spoon or spider transfer the peaches to ice bath. When cooled peel and coarsely chop.   In a large heavy saucepan or Dutch oven over medium-high heat add oil. When oil is shimmering add onion and jalapeno.  Cook until tender using a wooden spoon to stir occasionally about 3 minutes. Add the garlic and cook for another minute. Stir in the peaches and remaining ingredients. Bring to a boil and reduce to a simmer.  Cook uncovered stirring occasionally until sauce has thickened and flavors meld about 20 minutes. Using a hand blender puree sauce smooth. Taste and adjust seasoning with salt and pepper.  Cool barbeque sauce and transfer to an airtight container. Sauce will last about two weeks refrigerated or can be frozen for longer storage.     
Grilled Pizza with Mozzarella Arugula and Chile Oil,Eating Local: Reprinted with permission of Andrews McMeel Publishing recipes by Janet Fletcher photography by Sara Remington,home/recipes/main-courses/pizza/Grilled Pizza with Mozzarella Arugula and Chile Oil,2 to 4 servings,Dough:  3/4 cup warm (105 degrees F to 115 degrees F) water 1 1/2 teaspoons active dry yeast 1 tablespoon olive oil plus more for the bowl 1 teaspoon Kosher or sea salt About 1 3/4 cups unbleached all-purpose flour  Chile Oil: 2 tablespoons extra virgin olive oil 1 large clove garlic finely minced  3/4 teaspoon hot red pepper flakes Pinch of kosher or sea salt  1/2 teaspoon dried oregano  Other ingredients: Cornmeal for dusting the pizza peel  1/2 pound low-moisture whole-milk mozzarella cheese grated on the large holes of a box grater Large handful of baby arugula   ,Wispy leaves of young arugula are used like an herb in this recipe sprinkled on the sizzling pizza just as it comes off the grill. Note the long slow rise on the dough-a total of six hours-which produces a particularly light chewy and flavorful crust.  To make the dough put the warm water in a bowl and sprinkle the surface with the yeast. Let stand for 2 minutes to soften then whisk with a fork to blend. Let stand until bubbly about 10 minutes. Whisk in the olive oil and salt then begin adding 1 1/2 cups of the flour gradually beating with a wooden spoon until fully incorporated. The dough will be very moist and sticky.  Turn the dough out on a lightly floured work surface and knead with floured hands until smooth and elastic about 5 minutes incorporating as much of the remaining  3/4 cup flour as needed to keep the dough from clinging to your hands or the work surface. The dough will remain moist and a little tacky but should not be sticky. Shape into a ball. Oil a bowl transfer the dough to it and turn the dough to coat it with oil. Cover the bowl with plastic wrap and let the dough rise at room temperature for 2 hours.  Punch the dough down. Reshape into a ball re-cover the bowl and let the dough rise again for 4 hours.  If using a charcoal grill prepare a moderate fire. When the coals are ready arrange them in an even layer on one-half of the grill bed.  If using a gas grill preheat all burners to high. About 15 minutes before grilling put a baking stone on the grill rack. The internal temperature of the grill should be 575 degrees F to 600 degrees F.  Punch the dough down turn it out onto a lightly floured work surface and shape into a ball. Dust the surface of the dough with flour cover with a dish towel and let rest for 30 minutes.  To make the chile oil in a small bowl whisk together the olive oil garlic hot pepper flakes and salt. Add the oregano crumbling it between your fingers as you do and whisk again. Let stand for 30 minutes to blend the flavors.  If you are using a round kettle grill with charcoal you will need to shape the dough into a rectangle so that you can cook the crust first directly over the bed of coals then flip it and finish cooking it over indirect heat. If you are using a gas grill with a baking stone you can shape the dough into a circle because you will not need to flip it.  Dust a pizza peel or rimless baking sheet generously with cornmeal. To prepare the dough for topping you can stretch it with a rolling pin or your hands. Lightly flour a work surface. To use a pin roll out the dough on the floured surface into a 13- to 14-inch circle or into a roughly 16- by 10-inch rectangle depending on your grill. Transfer to the prepared peel. To work by hand flatten the dough into a round then drape the round over the back of your two flour-dusted hands. Form your hands into fists and rotate the dough on your fists. The dough is supple enough that it will stretch with little effort on your part. Stretch into a 13- to 14-inch circle or into a roughly 16- by 10-inch rectangle depending on your grill. Transfer to the prepared pizza peel.  If you are grilling the pizza over charcoal slide the dough off onto the grill rack directly over the coals. Cook uncovered until the dough begins to puff and blister and the bottom becomes nicely browned or even lightly charred in spots 1 to 2 minutes. With tongs or your hands flip the dough over onto the half of the grill with no coals. Working quickly top with the cheese spreading it evenly but leaving a  3/4-inch rim uncovered. Brush the rim with the chile oil then drizzle more of the oil including the garlic and herbs over the pizza reserving a little oil for brushing the pizza rim after grilling. Cover the grill and cook until the pizza rim is well browned and the cheese is melted and bubbling about 5 minutes. Transfer t 
Blood Orange Chicken with Whiskey and Green Olives,Tested and perfected in the Sur La Table kitchen,home/recipes/main-courses/poultry/Blood Orange Chicken with Whiskey and Green Olives,4 servings,2 small blood oranges or 1 large Cara Cara or navel orange  3/4 cup smoky Scotch whiskey or Pernod 2 tablespoons light brown sugar 1 tablespoon whole-grain mustard Juice of 1 lemon 2 teaspoons fennel seeds lightly crushed 3 sprigs fresh thyme 1 garlic clove grated on a Microplane or minced 2 teaspoons kosher salt 1 teaspoon freshly ground black pepper Pinch of red chile flakes 1 small red onion 1 small fennel bulb trimmed fronds chopped for garnish 1 whole chicken (3 1/2 pounds) cut into 8 pieces and patted dry Extra-virgin olive oil for drizzling  1/2 cup pitted green olives quartered lengthwise  1/2 teaspoon granulated sugar   , A little more involved than the other sheet-pan suppers in this book there are several steps necessary to create this lively pretty Mediterranean-flavored dish-including caramelizing pans of sliced blood oranges marinated chicken and roasted fennel and onion under the broiler in quick succession. It's not at all hard and the layering of flavors-briny olives smoky garlicky meat and juicy-sweet citrus-is worth the extra attention.  Finely grate the zest of one blood orange (or half of a large orange) and place in a large bowl.  Slice the ends off the oranges. Stand each orange up on a cut end and use a paring knife to slice off the peel and pith. Slice oranges crosswise into  3/4-inch-thick rounds and set aside.  Stir the whiskey brown sugar mustard lemon juice fennel seeds thyme sprigs garlic salt pepper and chile flakes into the bowl containing the orange zest.  Cut the onion in half lengthwise through the root. Cut each half into  3/4-inch-thick wedges keeping the root end intact. Do the same with the fennel bulb. Add the onion fennel and chicken pieces to the bowl. Toss the entire mixture well to combine. Let it stand covered at room temperature for 30 minutes or refrigerate it overnight.  Position a rack in the center of the oven and heat the oven to 475 degrees  F.  Remove the chicken and vegetables from the marinade leaving as much liquid behind as possible (discard the liquid). Arrange the meat and vegetables in a single layer on a large rimmed baking sheet and drizzle with the olive oil. Transfer the baking sheet to the oven and roast until the chicken is just cooked through about 30 minutes.  Turn the oven to broil and broil the chicken until it is blistery 1 to 2 minutes (watch it carefully). Transfer the chicken to a platter and tent it with aluminum foil to rest. Sprinkle the olives over the vegetables. If the vegetables look pale run the sheet quickly under the broiler until the vegetables brown and caramelize; watch them carefully so they don't burn. (If they don't need broiling just toss the vegetables and olives together in the baking sheet to warm up the olives.)  Arrange the reserved orange slices in a small roasting pan sprinkle the slices with sugar and broil until browned in spots 5 to 10 minutes. Scrape the vegetable mixture and the pan juices over the chicken and serve topped with the oranges and fennel fronds.  Reprinted from Dinner: Changing the Game copyright Copywrite 2017 by Melissa Clark. Photographs copyright Copywrite 2017 by Eric Wolfinger. Published by Clarkson Potter/Publishers an imprint of Penguin Random House LLC.   
Cajun Bloody Mary,Emeril Lagasse,home/recipes/beverages/alcoholic-beverages/Cajun Bloody Mary,3 cups,1  1/2 cups tomato juice   3/4 cups vodka  1  1/2 tablespoons fresh lemon juice  1  1/2 tablespoons fresh lime juice  1 tablespoon prepared horseradish  1  1/2 teaspoons Worcestershire sauce  2 teaspoons hot sauce  1 teaspoons Emeril's Original Essence   1/2 teaspoon salt   1/2 teaspoon freshly ground black pepper   3/4 teaspoon cayenne  Pickled green beans or okra for garnish  Cocktail onions for garnish  Celery branches for garnish   ,This kicked-up classic Bloody Mary is Cajun style and super-spicy. It's the perfect morning eye-opener.  Combine all ingredients (except garnish) in a small pitcher and stir to combine. Refrigerate until well chilled up to several days in advance. Serve over ice with pickled green beans or okra and cocktail onions for garnish.  Recipe Details Source: Mardi Gras Cocktails» Dish Type:  Beverage/Alcoholic»  Cuisine: American» Cooking Method: Other»  Occasion:  Any» Effort Level:  Simple»  Tags anytime cocktails» brunch» vodka» holiday brunch» Source URL» 
Bourbon Peach Pie,Ashley Cuoco,home/recipes/desserts/pies-pastries-tarts/Bourbon Peach Pie,1 pie; serves 8,Pie Crust: 2 1/2 (12 1/2 ounces) cups all-purpose flour  1/2 teaspoon kosher salt 2 sticks (8 ounces) unsalted butter cold cut into  1/2-inch cubes  1/3 cup ice water  Bourbon Peach Filling: 4 pounds peaches peeled pitted and sliced  1/8-inch thick  1/2 cup granulated sugar  3/4 to  1/3 cup all-purpose flour 1 tablespoon freshly squeezed lemon juice 1 tablespoon bourbon 2 teaspoon vanilla extract 1 teaspoon kosher salt 1 teaspoon ground cinnamon  3/4 teaspoon ground nutmeg 2 tablespoon unsalted butter cut into  1/2-inch cubes 1 egg lightly beaten Turbinado or coarse vanilla sugar   ,To make the dough place the flour and salt in a large mixing bowl. Using a pastry blender two knives or your fingers cut or rub the butter into the flour mixture until the butter pieces are the size of peas. Sprinkle ice water 1 tablespoon at a time over the flour mixture. Stir and fluff the flour mixture with a fork until shaggy clumps form. Pick up the large clumps and squeeze to test for moisture. If clumps hold together transfer them to a work surface and continue adding tablespoons of ice water and stirring with the fork.   Gather the clumps of dough together on the work surface. If the butter feels soft cover the dough with plastic wrap and refrigerate at least 30 minutes before proceeding. If the butter still feels cold knead the dough gently 4 or 5 times. If dough falls apart return it to the mixing bowl and sprinkle teaspoons of ice water and mix with a fork until dough holds together when squeezed.   Flatten the dough into a disk about 6 inches wide cover in plastic wrap and refrigerate for 30 minutes before rolling.   To make the filling add peaches flour sugar lemon juice bourbon vanilla salt and spices to a large bowl. Stir with a large spoon until peaches are evenly coated.  Preheat oven to 375 degrees F. Remove dough from the refrigerator and split in half. Place first half on a well-floured surface. Keep the second half chilled until ready to roll. Roll out the first half until it is roughly 10" in diameter. Lay into a 9 " metal pie dish and press into place.  Roll out the remaining half of dough in the same manner. Using a pastry wheel and a 1" ruler as a guide cut strips of dough and set on a well-floured baking sheet.  Pour filling into pie dish and dot with cubed butter. Add lattice dough strips and trim all rough edges leaving about a 1" border. Tuck the perimeter of the dough underneath itself to create a crust—crimp with your thumb and index fingers all the way around the pie.  Brush dough with the beaten egg and top with sugar. Bake pie on a parchment-lined baking sheet 60-70 minutes until golden brown and bubbling. Let cool at least 1 hour before slicing.  
Chocolate Hazelnut Spread,The Broken Bread,home/recipes/desserts/dessert-sauces/Chocolate Hazelnut Spread,just over 1 cup,1 cup raw hazelnuts 8 oz milk chocolate preferably from a bar 1 tbs cacao powder 1 tsp vanilla extract pinch sea salt 2 tbs neutral or hazelnut oil 2-3 tbs powdered sugar optional   ,Heat oven to 350 degrees  F. Place the hazelnuts onto a baking sheet and bake for 10 minutes stirring once.   Allow the hazelnuts to cool then place them in the center of a kitchen towel. Fold the towel over the nuts and rub vigorously to remove the skins. Some skin may not come off which is totally okay.  Roughly chop the milk chocolate and transfer it to a small heat-safe bowl. Melt the chocolate in the microwave in 30 second increments stirring each time until melted and smooth. Alternatively you can also melt the chocolate in a double boiler. Once melted set aside.  Place the hazelnuts inside a food processor and blend for about 5 minutes or until  glossy and smooth. Add the melted chocolate cacao powder vanilla and a pinch of sea salt to the hazelnut butter and blend again until well combined. With the food processor on pour in the oil. Continue blending for an additional minute.  Taste the spread and add 2-3 tbs of powdered sugar if a sweeter spread is desired. Blend to combine.   Place the spread in a sealable container and enjoy right away or allow some time for it to cool and use once thickened. Store at room temperature for up to a week.   *If the spread becomes too thick simply warm in the microwave or run the jar under hot water to thin it out again. 
Fig and Raspberry Tart with Honey,Tested and perfected in the Sur La Table kitchen Image by Rosana Machiela,home/recipes/desserts/pies-pastries-tarts/Fig and Raspberry Tart with Honey,nch pie crust and 4 (4 1/2-inch) tarts,Tart: All-purpose flour for dusting 1 recipe Pie Dough (recipe follows) 1 cup mascarpone cheese  3/4 cup heavy whipping cream  3/4 cup granulated sugar 2 tablespoons orange juice 8 fresh figs stemmed and quartered lengthwise 1- 1/2 cups (8-ounces) fresh raspberries picked over and rinsed 2 tablespoons honey warmed  Pie Dough: 1  3/4 cups (6  3/4 ounces) unbleached all-purpose flour 2 tablespoons granulated sugar   1/2 teaspoon fine sea salt 1 stick (4 ounces) cold unsalted butter cut into  1/2-inch cubes 3 to 4 tablespoons ice water   ,This colorful tart is bursting with fresh fruit flavors and is very simple to make. Prepare the tart shells and the cream filling ahead of time and assemble the tarts as you need them.  To make the dough: This recipe produces a simple lightly sweetened crust that can be used with all types of fillings. You can make the dough ahead of time wrap in plastic and refrigerate up to 2 days or freeze for 1 month.  Place flour sugar and salt in the bowl of a food processor or large mixing bowl. By pulsing or using a pastry blender cut the butter into the flour until the butter is the size of small peas.   Sprinkle ice water 1 tablespoon at a time over the flour mixture. Pulse or stir mixture until large clumps form. When enough water has been added to allow the dough to hold together transfer to a lightly floured work surface. Gather the dough together to form a ball. Flatten the dough into a disk about 6 inches wide cover in plastic wrap and refrigerate for 30 minutes before using.    To make the tart: Preheat an oven to 350 degrees F and position an oven rack in the center of the oven.   b>To prepare the tart shell: Lightly dust a clean work surface with flour and divide pie dough in four. Roll out each piece of pie dough into a circle with a 6-inch diameter. Fit dough circle into fluted tart pan with removable bottom. Bring the dough up the sides of the pan and trim any excess dough. Press dough gently into the flutes of the tin with the side of your finger to create a fluted edge. Repeat with remaining three pans. Transfer to the freezer until firm about 15 minutes.   To blind bake the tart shell: Line the chilled tart shell with heavy-duty foil pressing the foil firmly and smoothly into the crevices of the pan. Fill the pan with pie weights. Make sure the weights reach up the sides to the rim of the pan (the center does not need to be filled quite as full). Bake the shell for 15 minutes until the foil comes away from the dough easily.  Remove the pan from the oven remove the foil and the pie weighs and prick the uncooked pastry base with a fork. Return pan to oven and continue baking the shell until the crust is golden-brown for about 10 to 12 minutes. Allow to cool.  To assemble the tart: In the bowl of a stand mixer fitted with a whip attachment beat the mascarpone cream and sugar until the mixture is smooth about 30 seconds. Stir in the orange juice and spread the mixture evenly across the bottom of the tart shells. Arrange the 8 fig quarters in each tart shell cut sides up fitting the figs tightly against the sides of the tart shell and each other. Arrange the raspberries in the center of the tart shell and drizzle the warmed honey all over the tart.  To serve: Remove the sides and bases of the tart pans and serve.   
Spider Web Chocolate Brownies,Tested and perfected in the Sur la Table kitchen,home/recipes/desserts/cookies-bars-brownies/Spider Web Chocolate Brownies,16 brownies,Brownies:  4 ounces (1 stick) unsalted butter plus extra for greasing baking dish  6 ounces (1 cup) semisweet chocolate chips  1 cup granulated sugar  2 large eggs  1 teaspoon vanilla bean paste   1/2 cup unbleached all-purpose flour   1/2 teaspoon sea salt    Chocolate glaze:  3 ounces ( 1/2 cup) semisweet chocolate chips   1/2 cup heavy whipping cream    Spider web:  6 ounces (1 cup) white chocolate chips melted    ,Preheat the oven to 350 degrees F with oven rack placed in the center.   To prepare the baking dishes: Grease an 8 inch baking pan and line with parchment paper that overhangs from two edges of the pan. You will use the paper to help you remove brownies from the dish when baked.     To prepare the chocolate: Place butter and chocolate in a medium saucepan and place over low heat stirring occasionally with a wooden spoon until melted. Remove the saucepan from the heat and cool slightly.     To prepare the egg mixture: In a large mixing bowl whisk together sugar eggs and vanilla until the mixture is pale and fluffy about 2 minutes.     To prepare the batter: Pour the melted chocolate into the egg mixture whisking to combine. Use a silicone spatula to mix the flour and salt into the batter.     To bake: Pour the mixture into the prepared pan transfer to the oven and bake until the brownies are just set and the center is slightly gooey 25 to 30 minutes. Cool completely remove from the pan and cut into 16 2-inch squares.    To prepare the glaze: Add chocolate chips to a heatproof bowl. To a small saucepan set over medium heat add cream and bring to a simmer. Pour cream over chocolate and allow to stand for 5 minutes. Whisk chocolate and cream together until fully melted and combine; allow to sit for about 10 minutes to set up slightly.    Pour the melted white chocolate into a disposable piping bag.    To assemble: Dip the flat side (bottom side) of each brownie square into chocolate glaze. Set the brownie glazed side up on a plate. Cut off a small tip of disposable piping bag with white chocolate. Working with one brownie at a time pipe white chocolate over the glaze in a spiral starting from the center and moving toward the edge. Use a wooden skewer or a toothpick to drag the white chocolate from the center towards the edge creating the spider web design. Clean the tip of the skewer each time you drag it through chocolate for a clean look. Repeat with remaining brownies glaze and chocolate. Refrigerate brownies until setup. 
Red White & Blue Quick Pops,Zoku,home/recipes/desserts/ice-cream-yogurt-sorbets/Red White & Blue Quick Pops,3 to 6 pops,12 oz. of lemonade Red food coloring Blue food coloring 1 apple or pear for creating the stars   ,To create the colors use liquid or gel food coloring to dye lemonade red and blue; plain lemonade will create the white layer. If you are using gel dyes be sure to thoroughly stir your dyed lemonade to ensure that all of the dye has been dissolved into the liquid.  To make the stars slice an apple or pear 1/8 inch thick or less. Lay the fruit flat and cut with the star fruit stencil found in the Zoku Tool Kit. Attach the fruit slices using the end of the fruit wand (also found in the Zoku Tool Kit). Insert the prepared fruit wand into the pop mold pressing the fruit star against the wall of the cavity for about 10 seconds. Repeat as desired.  To create a red white and blue effect remember to pour your red lemonade in first. To achieve the look that is in the photo you'll want to use the following guidelines or you can estimate your desired proportions.   Remove your Zoku Quick Pop Maker from the freezer. Apply 3 stars to the top  1/3 of the Zoku Quick Pop cavities using the directions above.   Insert sticks. Pour  1/2 ounce plain lemonade into each Zoku Quick Pop cavity. Allow this layer to freeze completely.   Next pour  3/4 ounce of red lemonade into each cavity. Allow this layer to freeze completely.  Finally pour  3/4 ounce of blue lemonade into each cavity this last layer should reach the fill line. Allow this layer to freeze completely.   Remove the pops with the Super Tool and enjoy.   Note: Since we are using a layered method the amount of pops you can make per session will be reduced. This is because there is a longer freezing time due to the multiple layers.  
El Toro Blanco,No Author,home/recipes/beverages/alcoholic-beverages/El Toro Blanco,1 serving,2 ounces blanco tequila  3/4 ounce fresh cucumber juice 1 ounce fresh lime juice   3/4 ounce habanero agave (pan simmered with habanero peppers)   ,Shake all ingredients and pour over fresh ice. Garnish with cucumber wheel.   
Celery Green Apple & Kombucha,Aysegul Sanford,home/recipes/beverages/cold-beverages/Celery Green Apple & Kombucha,1 juice,5 stalks of celery 1 green apple  1/2 cup kombucha   ,Juice celery and apple in a juicer. Pour into a glass and top it off with kombucha.  
Sous Vide Asparagus,Tested and perfected in the Sur la Table kitchen,home/recipes/side-dishes/vegetables/Sous Vide Asparagus,4 servings,1 pound asparagus 1 tablespoons olive oil Kosher salt and freshly ground black pepper 4 (gallon) Ziploc bags   ,The color and flavor of cooking vegetables using sous-vide technology is unparalleled to standard cooking methods. Sous vide cooking allows us to cook at a temperature a bit below the boiling point of water so there is less risk of under/overcooking your vegetables. Furthermore sealing the vegetables before cooking in a water bath helps retain the natural plant sugars which would otherwise be diluted into a large volume of cooking water. That means brighter color and fuller flavor every time.  When we tested cooking asparagus in the Sansaire circulator we discovered that the vegetables contained more liquid and fibrous properties than proteins and therefore floated. Additionally when we compared cooking the asparagus lying flat in a bag with asparagus bunched at the bottom of the bag the asparagus which was cooked lying flat yield better color and flavor.  Sous-vide cooking times may vary based on the device being used. Please consult your device's owner's manual for proper food-handling and safety procedures.    Choose a container large enough to hold your food with plenty of room for the water to circulate. Attach the Sansaire to the side of the container using the clamp and add water until the level is above the minimum fill line but below the maximum fill line. Remember that the water level will rise when you add your food.   Plug in and turn on your immersion circulator to 132 degrees. Wait until the target water temperature has been achieved before starting to cook.  Using a vegetable peeler peel the asparagus from the tip towards the base.   Line up the asparagus on a cutting board with the bottom of the Ziploc bag as your guide to how long your asparagus should be cut. Using a sharp knife carefully cut the asparagus so that the lengths are about the same size as the bag to enable the asparagus to snuggly fit into the bag.   Season the vegetables lightly with oil salt and pepper. Place the asparagus into the Ziploc bag so that the bottom of the asparagus is flat within the bag. With the top of the Ziploc bag open carefully submerge the bag into the bottom of the water bath without allowing any water into the bag itself. The pressure of the water circulating around the outside of the bag will push any air out of the bag and form a seal around the vegetables. Using the side of the water container carefully seal the bag and leave the asparagus to circulate in the water until the vegetables are tender about 40 minutes.  To serve: Using tongs carefully remove the asparagus from the Ziploc bag into a warmed platter and serve immediately.    
